Day in 2023,Sea Level,Water Temperature,Air Temperature,Barometric Pressure
265.5833333,0.65,18.2,13.3,1028.2
265.625,0.796,18.1,12.8,1027.8
265.6666667,0.907,18.1,12.9,1027.3
265.7083333,0.969,18,12.9,1027
265.75,0.959,18,12.4,1026.9
265.7916667,0.897,18,13.4,1027.1
265.8333333,0.796,17.9,13.2,1027.6
265.875,0.699,18,13.9,1028.1
265.9166667,0.642,18,16.2,1028.2
265.9583333,0.641,18,16.8,1028.5
266,0.717,18,16.7,1028.1
266.0416667,0.859,18,16.9,1027.6
266.0833333,1.039,18,17.4,1026.7
266.125,1.245,18.1,17.5,1025.6
266.1666667,1.408,18.2,17.5,1024.9
266.2083333,1.482,18.4,17.5,1024.6
266.25,1.47,18.6,17.5,1024.4
266.2916667,1.355,18.7,17.4,1024.2
266.3333333,1.159,18.6,17.2,1024.5
266.375,0.915,18.4,17.3,1025
266.4166667,0.686,18.4,16.5,1025.3
266.4583333,0.489,18.4,16.3,1025.3
266.5,0.381,18.4,15.6,1024.9
266.5416667,0.379,18.4,15.7,1024.4
266.5833333,0.472,18.4,15.8,1024
266.625,0.631,18.4,15.6,1023.7
266.6666667,0.814,18.3,15.6,1023.1
266.7083333,0.98,18.3,15.8,1022.7
266.75,1.076,18.2,15.4,1022.4
266.7916667,1.084,18.2,15.7,1022.4
266.8333333,1.014,18.2,15.5,1022.8
266.875,0.888,18.2,16.1,1023.1
266.9166667,0.752,18.1,17.3,1023.1
266.9583333,0.639,18.1,18.4,1022.5
267,0.597,18,18.5,1021.6
267.0416667,0.663,18.2,19,1020.6
267.0833333,0.817,18.3,18.5,1019.7
267.125,1.034,18.4,18.7,1018.9
267.1666667,1.263,18.4,18.8,1018.6
267.2083333,1.456,18.5,18.9,1018.1
267.25,1.575,18.5,18.9,1018.3
267.2916667,1.572,18.5,18.7,1018.7
267.3333333,1.449,18.5,18.6,1018.9
267.375,1.22,18.4,18.2,1019.1
267.4166667,0.939,18.4,18,1019
267.4583333,0.635,18.5,17.6,1019.5
267.5,0.401,18.5,18.2,1019.3
267.5416667,0.27,18.5,18.4,1019.1
267.5833333,0.262,18.5,17.6,1019.1
267.625,0.387,18.5,16.5,1018.6
267.6666667,0.594,18.4,16.1,1018.1
267.7083333,0.831,18.4,16.7,1017.8
267.75,1.033,18.3,16.9,1018.1
267.7916667,1.147,18.1,17.8,1019.1
267.8333333,1.147,18.2,18.3,1019.9
267.875,1.035,18.1,18,1021.1
267.9166667,0.853,18.2,17.9,1021.6
267.9583333,0.655,18.2,18.3,1022.1
268,0.498,18.2,18.3,1022
268.0416667,0.426,18.2,18.5,1021.7
268.0833333,0.479,18.2,18.4,1021.2
268.125,0.661,18.1,18.2,1020.3
268.1666667,0.929,17.9,18.1,1019.5
268.2083333,1.229,17.9,18.2,1018.8
268.25,1.491,17.8,18.1,1018.3
268.2916667,1.642,18.1,18.1,1018.9
268.3333333,1.663,18.1,17.8,1019.3
268.375,1.522,18.1,17.6,1019.4
268.4166667,1.255,18.2,17.7,1019.5
268.4583333,0.909,18.2,16.9,1020.2
268.5,0.57,18.3,16.9,1020
268.5416667,0.316,18.3,16.7,1019.4
268.5833333,0.18,18.2,16.7,1019.2
268.625,0.207,18.3,16.4,1018.9
268.6666667,0.386,18.3,16.3,1018
268.7083333,0.653,18.4,16.3,1017.9
268.75,0.954,18.3,16.3,1017.7
268.7916667,1.194,18,16.3,1017.9
268.8333333,1.308,17.9,16.4,1018.5
268.875,1.288,17.9,16.7,1019.1
268.9166667,1.139,18.1,17.7,1019.6
268.9583333,0.894,18.3,17.6,1019.8
269,0.641,18.4,17.8,1019.5
269.0416667,0.445,18.4,18.3,1019.4
269.0833333,0.371,18.4,18.7,1019.1
269.125,0.449,18.5,18.7,1018.7
269.1666667,0.659,18.5,19.1,1018.1
269.2083333,0.991,18.3,19.2,1018
269.25,1.34,18,19.1,1018.4
269.2916667,1.625,18.1,18.9,1019.3
269.3333333,1.787,18.5,19,1020.5
269.375,1.77,18.4,19.1,1021.6
269.4166667,1.569,18.3,18.3,1022.5
269.4583333,1.237,18.3,18.6,1023
269.5,0.832,18.4,17.4,1023.6
269.5416667,0.452,18.4,17.6,1023.6
269.5833333,0.182,18.5,16.9,1023.7
269.625,0.063,18.5,16.8,1023.9
269.6666667,0.13,18.5,16.9,1024.2
269.7083333,0.358,18.5,15.5,1024.8
269.75,0.68,18.4,16.2,1025
269.7916667,1.007,18.4,15.5,1025.6
269.8333333,1.252,18.3,15.6,1026.2
269.875,1.359,18.1,16.4,1027.2
269.9166667,1.294,18.3,17,1027.8
269.9583333,1.069,18.4,17.9,1028.4
270,0.766,18.3,17.9,1028.4
270.0416667,0.464,18.4,18.1,1027.8
270.0833333,0.253,18.4,18.3,1026.8
270.125,0.184,18.9,18.4,1025.7
270.1666667,0.288,19.1,18.6,1024.9
270.2083333,0.566,18.9,18.6,1024.1
270.25,0.931,19.2,18.7,1023.4
270.2916667,1.314,19,18.8,1023.2
270.3333333,1.619,18.9,18.7,1023.3
270.375,1.773,18.9,18.7,1023.8
270.4166667,1.727,19,19.7,1024.1
270.4583333,1.492,19,19.7,1024.4
270.5,1.121,18.9,19.3,1024.4
270.5416667,0.711,19,19.3,1024.3
270.5833333,0.344,18.9,17.8,1024.5
270.625,0.1,18.9,17.2,1024.4
270.6666667,0.049,18.8,17.2,1023.8
270.7083333,0.183,18.7,16.9,1023.3
270.75,0.488,18.7,15.1,1022.9
270.7916667,0.86,18.6,15.7,1022.9
270.8333333,1.208,18.6,16.6,1023.3
270.875,1.457,18.6,18,1023.6
270.9166667,1.536,18.6,18.3,1023.6
270.9583333,1.412,18.6,18.4,1023.7
271,1.13,18.6,18.6,1023.2
271.0416667,0.781,18.7,19.2,1022.7
271.0833333,0.461,18.8,19.5,1021.8
271.125,0.241,18.8,19.6,1021.5
271.1666667,0.175,18.7,20.1,1021.1
271.2083333,0.302,18.7,20.5,1020.9
271.25,0.6,18.7,20.2,1020.8
271.2916667,0.991,18.6,20.1,1020.8
271.3333333,1.377,18.8,19.5,1020.8
271.375,1.662,18.8,19.1,1021.8
271.4166667,1.788,18.8,19.1,1022.7
271.4583333,1.699,18.7,18.8,1023.6
271.5,1.426,18.7,17.6,1023.9
271.5416667,1.037,18.7,17,1023.7
271.5833333,0.63,18.8,17.2,1023.5
271.625,0.3,18.9,16.6,1023.2
271.6666667,0.122,18.9,16.6,1022.3
271.7083333,0.128,18.9,16.8,1021.4
271.75,0.333,18.9,16.4,1021.2
271.7916667,0.678,18.8,17.2,1021.3
271.8333333,1.063,18.6,17.6,1021.6
271.875,1.395,18.7,17.6,1021.9
271.9166667,1.598,18.5,19.7,1021.9
271.9583333,1.618,18.8,19.1,1021.8
272,1.439,18.9,19.1,1020.8
272.0416667,1.124,19.1,19.8,1019.5
272.0833333,0.755,19.2,19.7,1018.4
272.125,0.435,19.3,19.9,1017.4
272.1666667,0.222,19.4,19.9,1016.3
272.2083333,0.18,19.3,20.5,1015.7
272.25,0.324,19.3,20.1,1015.4
272.2916667,0.632,19.1,19.7,1015.2
272.3333333,1.011,19.1,19.5,1015.3
272.375,1.365,19.1,19.3,1015.5
272.4166667,1.617,18.9,19.1,1015.9
272.4583333,1.7,18.9,19.3,1015.6
272.5,1.586,18.9,20,1015.1
272.5416667,1.305,18.9,19.6,1014.7
272.5833333,0.953,18.8,19.6,1014
272.625,0.595,18.9,19.3,1013.5
272.6666667,0.331,19,18.9,1012.5
272.7083333,0.226,19.1,18.8,1011.8
272.75,0.301,19.1,18.8,1011.3
272.7916667,0.557,18.7,20.4,1011.2
272.8333333,0.912,18.7,22.9,1011.1
272.875,1.286,18.9,23,1011
272.9166667,1.582,18.9,22.9,1010.9
272.9583333,1.743,18.9,23.8,1010.3
273,1.708,19.1,23.6,1009.8
273.0416667,1.493,19.1,30,1008.8
273.0833333,1.159,19.2,32,1007.5
273.125,0.786,19.5,33.5,1006.8
273.1666667,0.475,19.7,33.8,1006.4
273.2083333,0.287,19.8,34.2,1006.1
273.25,0.277,19.9,33.9,1006.5
273.2916667,0.431,19.9,33.6,1007.2
273.3333333,0.726,19.8,33.4,1008.5
273.375,1.042,19.5,20.6,1011.3
273.4166667,1.302,18.7,19.2,1014.5
273.4583333,1.492,17.1,18.8,1016.5
273.5,1.528,17,18.5,1017.5
273.5416667,1.397,17.9,18.2,1018.1
273.5833333,1.128,18,18.1,1018.8
273.625,0.81,18.1,17.9,1019.5
273.6666667,0.514,18.1,17.9,1019.6
273.7083333,0.32,18.2,17.7,1020
273.75,0.279,18.2,17.7,1020.6
273.7916667,0.404,18.1,17.7,1021.3
273.8333333,0.678,18.1,17.6,1021.7
273.875,1.018,18,18,1022.1
273.9166667,1.351,17.9,18.4,1022.7
273.9583333,1.592,17.8,18.5,1023.2
274,1.694,17.8,18.8,1023
274.0416667,1.608,17.7,18.6,1022.3
274.0833333,1.362,18.1,18.6,1021.4
274.125,1.033,18.4,18.7,1020.3
274.1666667,0.681,18.7,18.8,1019.5
274.2083333,0.4,18.7,18.8,1018.8
274.25,0.242,18.8,18.7,1018.5
274.2916667,0.243,18.8,18.6,1018.6
274.3333333,0.397,18.8,18.5,1018.7
274.375,0.652,18.8,18.3,1019
274.4166667,0.937,18.7,18.4,1019.5
274.4583333,1.182,18.6,18.9,1020.2
274.5,1.339,18.6,19.2,1019.8
274.5416667,1.359,18.7,18.7,1019.1
274.5833333,1.225,18.7,18.9,1018.5
274.625,0.999,18.7,18.6,1017.4
274.6666667,0.747,18.7,18.4,1016.8
274.7083333,0.54,18.6,18.4,1015.5
274.75,0.437,18.6,18.6,1014.8
274.7916667,0.449,18.6,18.3,1015
274.8333333,0.615,18.6,18.3,1015.4
274.875,0.889,18.6,19,1015.4
274.9166667,1.213,18.6,19.3,1015.2
274.9583333,1.49,18.3,19.3,1014.7
275,1.681,18.4,19.9,1014
275.0416667,1.734,18.4,20.7,1013
275.0833333,1.622,18.6,21.8,1011.7
275.125,1.386,18.7,21.2,1010.6
275.1666667,1.074,18.7,21.6,1009.8
275.2083333,0.774,19.3,21.7,1009.2
275.25,0.548,19.3,21.7,1008.9
275.2916667,0.412,19.3,21.2,1009.6
275.3333333,0.413,19.2,21.2,1010.2
275.375,0.539,19.1,20.2,1010.8
275.4166667,0.746,18.8,20,1011
275.4583333,0.965,19.1,19.9,1011.1
275.5,1.14,19,19.8,1010.8
275.5416667,1.24,19.2,19.8,1010.7
275.5833333,1.215,18.9,19.6,1010.3
275.625,1.084,18.9,19.7,1009.6
275.6666667,0.896,19,19.7,1009.1
275.7083333,0.709,18.9,19.3,1008.7
275.75,0.555,18.9,19.2,1008.9
275.7916667,0.501,18.9,19.2,1008.8
275.8333333,0.555,18.9,18.9,1009.2
275.875,0.72,18.9,18.9,1009.7
275.9166667,0.966,18.9,19.5,1009.9
275.9583333,1.221,18.9,19.5,1010
276,1.445,18.8,18.9,1009.8
276.0416667,1.577,18.8,19.3,1009
276.0833333,1.591,18.7,20.8,1008.2
276.125,1.469,18.7,21.7,1007.8
276.1666667,1.233,18.8,19.3,1007.2
276.2083333,0.981,18.8,20.1,1005.8
276.25,0.745,18.7,18.9,1005
276.2916667,0.559,18.8,18.9,1003.7
276.3333333,0.451,18.8,18.9,1004.7
276.375,0.459,18.9,18.9,1006.3
276.4166667,0.55,18.8,16.5,1007.2
276.4583333,0.714,18.7,15.3,1007.5
276.5,0.915,18.5,15.6,1005.1
276.5416667,1.038,18.5,14.6,1005.3
276.5833333,1.132,18.5,14.5,1005.2
276.625,1.114,18.4,15.2,1004.3
276.6666667,1.023,18.3,15.3,1004.2
276.7083333,0.89,18.3,16.1,1005
276.75,0.739,18.3,15.8,1006.3
276.7916667,0.642,18.2,15.1,1007.1
276.8333333,0.614,18.1,14.4,1008.6
276.875,0.676,18,14.7,1011.3
276.9166667,0.832,18,15.5,1012.1
276.9583333,1.034,17.9,16.1,1013.4
277,1.238,18,16.7,1014.2
277.0416667,1.417,18,17.2,1014.4
277.0833333,1.515,18.1,17.9,1014.6
277.125,1.506,18.1,19,1014.5
277.1666667,1.382,18.1,19.3,1014.6
277.2083333,1.19,17.9,19.8,1014.9
277.25,0.961,17.9,19.2,1016
277.2916667,0.744,18,18.5,1017.1
277.3333333,0.561,18,17.6,1018.5
277.375,0.46,17.8,16.6,1019.5
277.4166667,0.469,17.7,15.8,1020
277.4583333,0.543,17.6,15.6,1020
277.5,0.669,17.6,15.3,1020.4
277.5416667,0.813,17.6,14.8,1020.3
277.5833333,0.934,17.5,14.7,1020.1
277.625,0.992,17.4,14.4,1020.3
277.6666667,0.987,17.2,13.9,1020.2
277.7083333,0.916,17.2,14.3,1020.6
277.75,0.83,17.1,14.6,1020.7
277.7916667,0.73,17.1,15.2,1021.2
277.8333333,0.662,16.9,14.9,1022.3
277.875,0.665,16.9,15.8,1022.9
277.9166667,0.734,16.8,17.2,1023.4
277.9583333,0.861,16.8,17.8,1023.9
278,1.04,16.8,18.4,1024.2
278.0416667,1.219,16.8,18.9,1024.5
278.0833333,1.359,16.7,16.2,1025.1
278.125,1.435,16.4,15.9,1025.2
278.1666667,1.416,16.2,16.6,1025.2
278.2083333,1.32,16.2,16.3,1025.2
278.25,1.167,16.2,16.3,1025.6
278.2916667,0.972,16.2,16.1,1026.5
278.3333333,0.78,16.3,15.9,1027.2
278.375,0.625,16.4,16.1,1028.1
278.4166667,0.527,16.4,15.9,1028.9
278.4583333,0.509,16.4,16,1029.1
278.5,0.568,16.4,15.7,1029.4
278.5416667,0.667,16.3,15.3,1029.4
278.5833333,0.784,16.2,15,1029.5
278.625,0.888,16.2,14,1029.6
278.6666667,0.957,16.2,13.4,1029.2
278.7083333,0.97,16.2,13,1028.9
278.75,0.928,16.1,12.7,1029.1
278.7916667,0.859,16.1,12.1,1029.7
278.8333333,0.784,16.1,11.8,1030.3
278.875,0.725,16.1,12.8,1030.8
278.9166667,0.711,16.2,13.9,1031.3
278.9583333,0.759,16.3,15,1031.4
279,0.863,16.4,15.6,1031.3
279.0416667,1.008,16.4,16.1,1030.9
279.0833333,1.158,16.3,16.4,1030.5
279.125,1.28,16.3,16.2,1030.1
279.1666667,1.348,16.3,15.9,1029.9
279.2083333,1.345,16.4,15.8,1029.8
279.25,1.258,16.5,15.3,1030.1
279.2916667,1.113,16.5,15.1,1030.2
279.3333333,0.94,16.6,15.6,1030.4
279.375,0.751,16.6,15.7,1030.9
279.4166667,0.584,16.6,15.9,1031.5
279.4583333,0.471,16.6,14.6,1031.6
279.5,0.442,16.6,14,1031.5
279.5416667,0.488,16.6,13.6,1031.4
279.5833333,0.586,16.6,13.8,1031.2
279.625,0.72,16.6,13.8,1030.3
279.6666667,0.843,16.6,13.5,1029.9
279.7083333,0.929,16.6,13.2,1029.7
279.75,0.961,16.6,12.5,1030
279.7916667,0.937,16.6,12.1,1030.1
279.8333333,0.86,16.6,12.4,1030.9
279.875,0.769,16.7,13.4,1031.5
279.9166667,0.69,16.7,15.1,1032.2
279.9583333,0.65,16.8,15.8,1032.2
280,0.664,17,16.3,1031.9
280.0416667,0.758,17,16.4,1031.2
280.0833333,0.901,17,16.9,1030.3
280.125,1.056,16.9,16.8,1029.6
280.1666667,1.194,16.9,16.9,1028.8
280.2083333,1.293,16.9,17.2,1028.1
280.25,1.319,17,17.6,1027.6
280.2916667,1.259,17.2,17.6,1027.4
280.3333333,1.13,17.3,17.4,1027.4
280.375,0.947,17.4,17.4,1027.6
280.4166667,0.748,17.4,16.8,1027.8
280.4583333,0.566,17.3,16.4,1027.7
280.5,0.456,17.4,16.3,1027.6
280.5416667,0.435,17.4,16.4,1027.4
280.5833333,0.489,17.4,16.3,1026.9
280.625,0.613,17.4,16.2,1026.2
280.6666667,0.766,17.4,16.1,1025.7
280.7083333,0.91,17.4,16.1,1025.1
280.75,1.019,17.4,15.9,1024.8
280.7916667,1.059,17.4,14,1025
280.8333333,1.025,17.4,14.7,1025.4
280.875,0.941,17.4,16.2,1025.5
280.9166667,0.837,17.4,17,1025.6
280.9583333,0.728,17.4,17.5,1025.4
281,0.671,17.5,18.1,1024.4
281.0416667,0.7,17.7,18.8,1023.2
281.0833333,0.802,17.8,18.5,1022.5
281.125,0.953,17.8,18.7,1021.8
281.1666667,1.121,17.7,19,1021.3
281.2083333,1.281,17.8,19.1,1021.1
281.25,1.379,17.9,19.3,1020.8
281.2916667,1.398,17.8,19.4,1020.8
281.3333333,1.318,17.6,19,1021.3
281.375,1.159,17.6,18.5,1021.7
281.4166667,0.936,17.7,18.3,1022.5
281.4583333,0.702,17.7,17.2,1023
281.5,0.528,17.7,16.9,1022.8
281.5416667,0.434,17.8,16.3,1022.7
281.5833333,0.431,17.8,15.8,1022.4
281.625,0.534,17.8,15.6,1021.9
281.6666667,0.701,17.8,15.2,1021.5
281.7083333,0.892,17.8,15,1021.1
281.75,1.054,17.8,15.1,1021.3
281.7916667,1.154,17.7,15.1,1021.8
281.8333333,1.166,17.7,15.2,1022.5
281.875,1.088,17.5,16,1023
281.9166667,0.956,17.5,18,1023.1
281.9583333,0.801,17.6,18.2,1023.4
282,0.654,17.7,18.1,1023.3
282.0416667,0.59,17.8,18.3,1022.9
282.0833333,0.627,17.9,18.3,1022.1
282.125,0.743,17.9,18.6,1021.6
282.1666667,0.921,17.9,18.5,1021.4
282.2083333,1.138,17.9,17.6,1021.3
282.25,1.318,17.9,17.1,1021.7
282.2916667,1.424,17.9,17,1022.3
282.3333333,1.422,17.7,17.1,1022.8
282.375,1.31,17.6,17.2,1023.7
282.4166667,1.107,17.6,17,1024.4
282.4583333,0.854,17.7,17.5,1024.7
282.5,0.619,17.7,15.8,1024.9
282.5416667,0.446,17.8,16.1,1024.6
282.5833333,0.377,17.8,16.3,1024.3
282.625,0.423,17.9,16.3,1023.7
282.6666667,0.581,17.8,16.4,1023.3
282.7083333,0.787,17.9,16.6,1023.1
282.75,0.995,17.9,16.2,1023
282.7916667,1.166,17.9,16.1,1023.1
282.8333333,1.238,17.9,15.8,1023.5
282.875,1.213,17.9,17.3,1023.6
282.9166667,1.098,17.9,17.8,1023.7
282.9583333,0.914,17.9,18.1,1023.8
283,0.718,18,18.8,1023.5
283.0416667,0.58,18.3,19,1022.7
283.0833333,0.535,18.6,19.2,1022.1
283.125,0.602,18.8,19.3,1021.2
283.1666667,0.773,18.8,19.4,1020.4
283.2083333,1.007,18.8,19.4,1020
283.25,1.258,18.8,19.4,1019.8
283.2916667,1.448,18.6,19.3,1019.9
283.3333333,1.537,18.5,19.2,1020.3
283.375,1.498,18.6,19,1020.9
283.4166667,1.324,18.8,18.9,1021.6
283.4583333,1.06,18.6,18.6,1021.9
283.5,0.785,18.5,18.4,1021.6
283.5416667,0.54,18.5,18.4,1021.3
283.5833333,0.393,18.5,18.4,1020.3
283.625,0.374,18.6,18.4,1019.4
283.6666667,0.476,18.6,17.8,1018.6
283.7083333,0.674,18.6,17.9,1017.9
283.75,0.927,18.4,16.9,1017.3
283.7916667,1.159,18.3,16.6,1017.2
283.8333333,1.315,18.3,17.3,1017
283.875,1.355,18.4,18.6,1016.8
283.9166667,1.292,18.4,19.6,1016.2
283.9583333,1.112,18.5,19.9,1015.7
284,0.877,18.5,19.4,1014.7
284.0416667,0.681,18.6,20.4,1013.1
284.0833333,0.567,18.6,19.9,1011.4
284.125,0.56,18.8,20.2,1009.5
284.1666667,0.666,18.9,20.3,1008.2
284.2083333,0.892,19.3,21.1,1006.7
284.25,1.169,19.2,20.7,1005.8
284.2916667,1.426,18.8,19.9,1005.3
284.3333333,1.595,18.6,20.4,1005.8
284.375,1.61,18.6,24,1007.3
284.4166667,1.481,18.9,20,1010.7
284.4583333,1.242,18.9,17.9,1012.7
284.5,0.972,18.8,15.1,1012.4
284.5416667,0.686,18.8,15.3,1012.5
284.5833333,0.457,18.7,14.8,1013
284.625,0.37,18.8,14.8,1013.1
284.6666667,0.422,18.6,13.9,1013.7
284.7083333,0.61,18.6,13.7,1013.8
284.75,0.882,18.5,13.3,1013.8
284.7916667,1.16,18.4,13.4,1014.4
284.8333333,1.371,18.3,13.5,1015.1
284.875,1.469,18.2,14.5,1015.9
284.9166667,1.448,18.1,15.7,1016.6
284.9583333,1.296,18,16.9,1016.6
285,1.044,18,18,1016.3
285.0416667,0.779,18.1,19.1,1015.7
285.0833333,0.571,18.1,18.2,1015.3
285.125,0.461,18.2,18.2,1015
285.1666667,0.481,18.3,18.3,1014.6
285.2083333,0.642,18.3,18.3,1014.4
285.25,0.901,18.5,18.2,1014.7
285.2916667,1.181,18.4,18.2,1015.5
285.3333333,1.416,18.2,19.9,1016
285.375,1.535,18.4,18.9,1017
285.4166667,1.513,18.3,18,1017.6
285.4583333,1.348,18.2,17.6,1017.7
285.5,1.087,18.2,17.2,1017.4
285.5416667,0.791,18.1,17,1017.2
285.5833333,0.525,18.1,16.6,1017.1
285.625,0.379,18,16.4,1016.8
285.6666667,0.378,18,16,1016.4
285.7083333,0.513,17.9,15.7,1015.7
285.75,0.767,17.9,15.7,1015.5
285.7916667,1.073,17.9,15.9,1015.5
285.8333333,1.344,17.6,16.4,1015.8
285.875,1.522,17.7,17.6,1016
285.9166667,1.578,17.8,18.8,1015.8
285.9583333,1.483,17.7,19.7,1015.3
286,1.263,17.7,21.2,1014.5
286.0416667,0.975,17.7,22.8,1013.7
286.0833333,0.715,17.8,24.1,1012.8
286.125,0.543,17.8,24.9,1012.3
286.1666667,0.49,17.9,24.5,1011.4
286.2083333,0.585,18,24.6,1011
286.25,0.805,18.1,24.2,1011.2
286.2916667,1.09,18,24.4,1011.3
286.3333333,1.371,17.9,24,1012
286.375,1.558,17.8,23.6,1013
286.4166667,1.61,17.9,22.5,1014
286.4583333,1.506,17.9,20.7,1014.8
286.5,1.279,17.9,19,1015.6
286.5416667,0.986,17.9,18.1,1016.1
286.5833333,0.69,17.8,17.5,1016.6
286.625,0.48,17.8,16.8,1016.3
286.6666667,0.402,17.6,16.1,1015.9
286.7083333,0.469,17.6,16.3,1015.8
286.75,0.676,17.5,15.9,1016.1
286.7916667,0.973,17.5,15.6,1016.4
286.8333333,1.269,17.4,15.6,1016.9
286.875,1.492,17.5,16.6,1017.4
286.9166667,1.614,17.4,18.2,1017.5
286.9583333,1.583,17.2,18.3,1017.3
287,1.402,17.4,18.3,1016.6
287.0416667,1.119,17.4,18.4,1015.6
287.0833333,0.822,17.5,18.4,1014.6
287.125,0.577,17.5,18.7,1013.9
287.1666667,0.431,17.8,19,1013
287.2083333,0.442,18,19.2,1012.3
287.25,0.593,18.2,19.1,1011.9
287.2916667,0.848,18.4,18.8,1012.5
287.3333333,1.145,18.2,18.5,1013
287.375,1.395,17.8,18.2,1013.4
287.4166667,1.547,17.7,18.4,1013.5
287.4583333,1.551,17.7,18.2,1013.5
287.5,1.42,17.8,17.5,1013.4
287.5416667,1.176,17.8,16.9,1013.2
287.5833333,0.884,17.8,16.5,1012.7
287.625,0.649,17.8,16.1,1011.8
287.6666667,0.528,17.8,17.2,1010.9
287.7083333,0.535,17.8,17.2,1010.4
287.75,0.692,17.8,17.3,1009.9
287.7916667,0.969,17.8,17.6,1010.1
287.8333333,1.287,17.8,17.5,1010.3
287.875,1.565,17.8,17.4,1010.4
287.9166667,1.766,17.6,17.9,1010.2
287.9583333,1.826,17.5,18.5,1009.5
288,1.723,17.5,21.1,1009.1
288.0416667,1.474,17.6,21.8,1008.4
288.0833333,1.161,17.6,22.1,1008.2
288.125,0.848,17.6,22.2,1008.4
288.1666667,0.571,17.7,14.1,1012.5
288.2083333,0.478,17.7,16.3,1012
288.25,0.521,17.7,15.7,1013.9
288.2916667,0.707,17.6,15.7,1014.7
288.3333333,0.955,17.6,15.8,1016.2
288.375,1.211,17.5,14.1,1017.5
288.4166667,1.404,17.5,14.1,1018.6
288.4583333,1.487,17.5,13.7,1019.1
288.5,1.424,17.4,14.3,1020.3
288.5416667,1.244,17.4,14.1,1021
288.5833333,0.983,17.4,13.8,1021.2
288.625,0.73,17.4,13.5,1021
288.6666667,0.554,17.3,13.3,1021.2
288.7083333,0.494,17.3,13.2,1021.6
288.75,0.568,17.3,13.2,1021.9
288.7916667,0.774,17.2,12.3,1022.8
288.8333333,1.06,17.2,12.7,1023.8
288.875,1.347,17.1,12,1025
288.9166667,1.583,17.1,12.4,1025.6
288.9583333,1.706,17.1,14.6,1026.3
289,1.668,17.1,14.3,1026.9
289.0416667,1.483,17.1,13.2,1027.5
289.0833333,1.189,17.1,14.4,1028
289.125,0.86,17.2,14.3,1028.1
289.1666667,0.589,17.2,14.5,1028
289.2083333,0.409,17.2,15.9,1027.8
289.25,0.354,17.2,15.3,1028.2
289.2916667,0.445,17.2,13.8,1028.5
289.3333333,0.644,17.2,14.5,1029.1
289.375,0.897,17.2,14.8,1029.8
289.4166667,1.143,17.2,15.4,1030
289.4583333,1.308,17.2,15.6,1030.2
289.5,1.364,17.2,16.5,1030.1
289.5416667,1.291,17.2,16.5,1030
289.5833333,1.096,17.2,16.2,1029.7
289.625,0.868,17.2,16.3,1029.1
289.6666667,0.672,17.2,16.3,1028.8
289.7083333,0.553,17.2,16.3,1028.8
289.75,0.546,17.4,16.2,1028.8
289.7916667,0.667,17.9,15.9,1029
289.8333333,0.894,18.1,16.2,1029.5
289.875,1.166,18.4,15.7,1029.9
289.9166667,1.432,18.6,14.9,1030.1
289.9583333,1.612,18.5,15.6,1030.2
290,1.672,18.9,16.6,1030.2
290.0416667,1.591,19.1,17.1,1029.8
290.0833333,1.38,19.2,17.4,1029.2
290.125,1.079,19.4,17.5,1028.6
290.1666667,0.764,19.5,17.8,1027.9
290.2083333,0.521,19.7,17.6,1027.7
290.25,0.374,19.9,17.5,1027.7
290.2916667,0.356,19.9,17.4,1027.6
290.3333333,0.466,19.8,17.3,1027.9
290.375,0.667,19.8,17.2,1028.2
290.4166667,0.888,19.9,17.3,1028.3
290.4583333,1.084,19.8,17.5,1028.2
290.5,1.201,19.8,17.4,1027.9
290.5416667,1.214,19.8,17.5,1027.6
290.5833333,1.105,19.7,16.5,1026.9
290.625,0.918,19.7,16.5,1026.4
290.6666667,0.718,19.7,16.1,1025.8
290.7083333,0.559,19.7,15.4,1025.3
290.75,0.491,19.7,14.8,1025.1
290.7916667,0.529,19.6,14.3,1025
290.8333333,0.682,19.6,14.8,1025.1
290.875,0.92,19.5,17.1,1025.2
290.9166667,1.189,19.6,17.6,1025.2
290.9583333,1.413,19.6,18.1,1024.9
291,1.549,19.8,18.5,1024.4
291.0416667,1.578,19.9,18.5,1023.4
291.0833333,1.483,20,18.8,1022.5
291.125,1.256,20.1,19.1,1021.6
291.1666667,0.977,20.2,19.1,1020.5
291.2083333,0.721,20.2,19.4,1019.6
291.25,0.513,20.3,19.3,1019.3
291.2916667,0.393,20.3,19.3,1019.3
291.3333333,0.387,20.3,19.2,1019.5
291.375,0.488,20.2,19,1020.3
291.4166667,0.657,20.1,18.6,1020.8
291.4583333,0.847,20.1,17.9,1021.1
291.5,1.007,20,17.7,1021.2
291.5416667,1.111,20,17.4,1020.8
291.5833333,1.107,20,17.9,1020.2
291.625,1.013,19.9,17.5,1019.5
291.6666667,0.872,19.9,17.3,1018.8
291.7083333,0.719,20,17.3,1018.2
291.75,0.605,19.9,17.1,1017.9
291.7916667,0.57,19.9,17.2,1018.1
291.8333333,0.629,19.9,17.3,1018.5
291.875,0.782,20,18.3,1018.8
291.9166667,1.008,19.9,20.2,1018.9
291.9583333,1.243,19.9,19.3,1018.7
292,1.436,19.9,19.6,1017.8
292.0416667,1.561,19.9,19.6,1017
292.0833333,1.577,20.1,20,1016.5
292.125,1.459,20.3,20.4,1015.7
292.1666667,1.239,20.4,20.4,1015.2
292.2083333,0.984,20.5,20.3,1015
